F-volt,V-volt,P-volt,Object,Object Name
0,2.121212121,3.773216031,H,W
0,2.072336266,3.748778104,H,W
4.408602151,5,4.511241447,H,W
4.433040078,5,4.516129032,H,W
4.437927664,4.965786901,4.516129032,H,W
4.437927664,4.892473118,4.516129032,H,W
4.442815249,4.81427175,4.521016618,H,W
0.004887586,1.705767351,3.934506354,H,W
0,1.842619746,4.007820137,H,W
0,1.852394917,4.042033236,H,W
0.004887586,1.852394917,3.758553275,H,W
0,1.871945259,3.567937439,H,W
0,1.906158358,3.235581623,H,W
4.433040078,5,4.511241447,H,W
4.442815249,5,4.516129032,H,W
0.004887586,1.397849462,4.247311828,H,W
0.004887586,2.06744868,4.315738025,H,W
0,2.11143695,4.051808407,H,W
0,2.057673509,3.729227761,H,W
4.428152493,5,4.516129032,H,W
4.447702835,5,4.521016618,H,W
4.45259042,4.95601173,4.521016618,H,W
0,1.603128055,4.242424242,H,W
0.004887586,2.013685239,4.261974585,H,W
0.004887586,2.052785924,4.149560117,H,W
0,2.052785924,3.699902248,H,W
0.004887586,2.013685239,3.440860215,H,W
4.232649071,4.6285435,4.491691105,H,W
4.447702835,5,4.516129032,H,W
4.45259042,4.980449658,4.521016618,H,W
0,1.632453568,4.237536657,H,W
0.004887586,2.038123167,4.320625611,H,W
0.004887586,2.047898338,4.271749756,H,W
4.340175953,5,4.49657869,H,W
4.447702835,5,4.516129032,H,W
4.457478006,5,4.516129032,H,W
4.462365591,4.960899316,4.521016618,H,W
4.462365591,4.926686217,4.521016618,H,W
0,1.681329423,4.237536657,H,W
0,1.959921799,4.086021505,H,W
0,2.018572825,3.646138807,H,W
0.004887586,1.984359726,3.66568915,H,W
0,2.023460411,3.607038123,H,W
0,2.052785924,3.34799609,H,W
4.437927664,5,4.521016618,H,W
4.457478006,5,4.516129032,H,W
0.083088954,1.407624633,4.208211144,H,W
0.004887586,1.959921799,4.144672532,H,W
0,2.135874878,3.8514174,H,W
0.004887586,2.126099707,3.768328446,H,W
4.447702835,5,4.516129032,H,W
4.457478006,5,4.521016618,H,W
0,1.1485826,4.213098729,H,W
0,1.744868035,3.929618768,H,W
0.004887586,1.803519062,3.885630499,H,W
0,1.857282502,3.690127077,H,W
4.31085044,5,4.501466276,H,W
4.457478006,5,4.516129032,H,W
4.467253177,4.990224829,4.516129032,H,W
0,1.578690127,4.242424242,H,W
0.004887586,1.920821114,3.724340176,H,W
0,1.964809384,3.841642229,H,W
0.004887586,1.994134897,3.582600196,H,W
0.004887586,1.603128055,4.066471163,H,W
4.457478006,5,4.516129032,H,W
4.467253177,4.975562072,4.516129032,H,W
4.477028348,4.902248289,4.521016618,H,W
