F-volt,V-volt,P-volt,Object,Object type
4.433040078,4.623655914,4.569892473,H,PLA
4.433040078,4.643206256,4.569892473,H,PLA
4.433040078,4.569892473,4.565004888,H,PLA
4.433040078,4.565004888,4.565004888,H,PLA
0.254154448,0.18572825,4.056695992,H,PLA
0.288367546,0.190615836,4.012707722,H,PLA
0.136852395,0.190615836,4.03714565,H,PLA
0.009775171,0.22971652,4.051808407,H,PLA
0,0.293255132,4.027370479,H,PLA
0,0.303030303,4.066471163,H,PLA
0,0.347018573,4.051808407,H,PLA
4.384164223,4.437927664,4.550342131,H,PLA
4.413489736,4.608993157,4.560117302,H,PLA
4.413489736,4.618768328,4.569892473,H,PLA
4.428152493,4.613880743,4.565004888,H,PLA
4.428152493,4.535679374,4.560117302,H,PLA
4.418377322,4.530791789,4.569892473,H,PLA
4.423264907,4.486803519,4.565004888,H,PLA
4.423264907,4.457478006,4.555229717,H,PLA
4.423264907,4.359726295,4.560117302,H,PLA
4.423264907,4.379276637,4.560117302,H,PLA
4.428152493,4.315738025,4.565004888,H,PLA
0.557184751,0.200391007,4.03714565,H,PLA
0.136852395,0.175953079,4.007820137,H,PLA
0.249266862,0.180840665,3.99315738,H,PLA
0.112414467,0.200391007,4.007820137,H,PLA
4.35483871,4.418377322,4.560117302,H,PLA
4.437927664,4.72629521,4.565004888,H,PLA
4.442815249,4.765395894,4.565004888,H,PLA
4.447702835,4.750733138,4.565004888,H,PLA
4.447702835,4.72629521,4.574780059,H,PLA
0.757575758,0.474095797,4.213098729,H,PLA
0.131964809,0.156402737,4.017595308,H,PLA
0.332355816,0.200391007,3.99315738,H,PLA
0.034213099,0.239491691,3.99315738,H,PLA
4.384164223,4.868035191,4.560117302,H,PLA
4.428152493,5,4.569892473,H,PLA
4.437927664,5,4.569892473,H,PLA
4.437927664,5,4.565004888,H,PLA
4.437927664,4.960899316,4.565004888,H,PLA
0.376344086,0.092864125,4.046920821,H,PLA
0.224828935,0.151515152,4.017595308,H,PLA
0.068426197,0.166177908,4.027370479,H,PLA
0.097751711,0.180840665,4.046920821,H,PLA
4.242424242,3.782991202,4.521016618,H,PLA
4.433040078,4.780058651,4.574780059,H,PLA
4.442815249,4.809384164,4.574780059,H,PLA
4.447702835,1.402737048,4.193548387,H,PLA
0.210166178,0.278592375,4.066471163,H,PLA
0.112414467,0.27370479,4.056695992,H,PLA
0.102639296,0.31769306,4.042033236,H,PLA
4.437927664,4.882697947,4.569892473,H,PLA
4.45259042,4.936461388,4.569892473,H,PLA
4.457478006,4.946236559,4.574780059,H,PLA
4.462365591,4.877810362,4.574780059,H,PLA
0.542521994,0.449657869,4.213098729,H,PLA
0.058651026,0.298142717,4.007820137,H,PLA
0.278592375,0.298142717,3.998044966,H,PLA
0,4.384164223,1.994134897,S,TPU
0,4.35483871,2.302052786,S,TPU
0,4.379276637,2.394916911,S,TPU
4.462365591,4.345063539,3.724340176,S,TPU
4.740957967,4.877810362,4.589442815,S,TPU
4.750733138,4.907135875,4.58455523,S,TPU
0,3.631476051,4.173998045,S,TPU
0,2.878787879,3.357771261,S,TPU
0,2.541544477,2.639296188,S,TPU
4.364613881,1.769305963,3.616813294,S,TPU
4.745845552,4.237536657,4.579667644,S,TPU
4.750733138,4.183773216,4.579667644,S,TPU
